item,count,ref_nos
repair of drain on the side track,2,"[""['MDA reteder 08/02-03-2023']"", ""['NNMEE/MDA Retender 08']""]"
from fateh singh rajput to babulal sharma main drain ayodhya nagar,1,"[""['NPD/2023-24/1610-35']""]"
cross construction work from siyaram police wale to ramkishan meena,1,"[""['NPD/2023-24/1610-35']""]"
from bright star school to anand singh rajput main drain,1,"[""['NPD/2023-24/1610-35']""]"
from bharat laland other places ward no. 55,1,"[""['NPD/2023-24/1610-35']""]"
04- kasba baraut bazar police chowki me sthith nalkoop ki rizing line aur dharm sunar ki dukan se pakshiyo wae hospital tak sahayak galiyon ke payjal pipe line dale jane ka karye,1,"[""['182/2022-2023 Dt. 16-08-2022']""]"
m/ o pwd roads division c,1,"[""['38/EE/C and ND-R/PWD/2022-23']""]"
repair of footpath at lucknow road ( from police station timarpur to mall road,1,"[""['38/EE/C and ND-R/PWD/2022-23']""]"
from orr to bansal sweets both side under sub. division- 2.,1,"[""['38/EE/C and ND-R/PWD/2022-23']""]"
timarpur road,1,"[""['38/EE/C and ND-R/PWD/2022-23']""]"
nd- roads during 2022- 23. ( sh- improvement,1,"[""['38/EE/C and ND-R/PWD/2022-23']""]"
on the way of northern side road in front of new building of parakh ultrasound to building of memorial junior high school.,1,"[""['1322/SP/E-NIVIDA/2022-23 date 23.06.2022']""]"
from the transformer located near christian cemetery to the culvert of rto office road on,1,"[""['1322/SP/E-NIVIDA/2022-23 date 23.06.2022']""]"
on the way of northern side road in front gate of deep kiran nursing home to shop of simple fast food.,1,"[""['1322/SP/E-NIVIDA/2022-23 date 23.06.2022']""]"
infront of seed warehouse near the office of the land conservation office on the northern side till the end of the boundary of krishi vigyan k,1,"[""['643/JNV/E-NIVIDA/2021-22 date 13.10.2021']""]"
construction work of rcc drain on the northern side of agra road from police line tirahe to lohanna square,1,"[""['643/JNV/E-NIVIDA/2021-22 date 13.10.2021']""]"
road safety work on mainpuri bilon aurandh sahara bhanau ghat road,1,"[""['2380 DT 26.10.2020']""]"
mainpuri bilon aurandh sahara bhanau ghat road km 1 to nagla pajava via trangit hostel police line od roads.,1,"[""['2380 DT 26.10.2020']""]"
temporary special latrine at different places at sagar mela ground,1,"[""['WBPHED/EE/NIeT-20/AD/2020-2021']""]"
construction of temporary hogla structures for different volunteer staffs organization,3,"[""['WBPHED/EE/NIeT-20/AD/2020-2021']"", ""['WBPHED/EE/NIeT-34/AD/2018-2019']"", ""['WBPHED/EE/NIeT-29/AD/2019-2020']""]"
face lifting of ms fire fighting tanks ( chemaguri point ) i.c.w g. s. mela 2021,1,"[""['WBPHED/EE/NIeT-20/AD/2020-2021']""]"
special latrine at different places of sagar mela ground including mtc. of latrine i.c.w. g. s mela 2020.,1,"[""['WBPHED/EE/NIeT-29/AD/2019-2020']""]"
m of mobile toilet unit,2,"[""['WBPHED/EE/NIeT-20/AD/2020-2021']"", ""['WBPHED/EE/NIeT-29/AD/2019-2020']""]"
painting of ms fire fighting tank at chemaguri point i.c.w. g. s mela 2020.,1,"[""['WBPHED/EE/NIeT-29/AD/2019-2020']""]"
from unchi sadak to bham police under eudd- eh div under eudc- i kesco,2,"[""['47/EUDC-I/2018-19']"", ""['05/EUDC-I/2019-20']""]"
laying of 11kv ht u/ g cable from nai sadak roti wali gali t/ f. to shera babu t/ f new- 26 feeder,2,"[""['47/EUDC-I/2018-19']"", ""['05/EUDC-I/2019-20']""]"
construction of temporary special larine in connection with ganga sagar mela- 2019.,1,"[""['WBPHED/EE/NIeT-33/AD/2018-2019']""]"
construction of stage,1,"[""['WBPHED/EE/NIeT-33/AD/2018-2019']""]"
painting of m. s. f. f. tank,1,"[""['WBPHED/EE/NIeT-33/AD/2018-2019']""]"
laying of g. i. pipe line for sanitary purpose at sea beach,1,"[""['WBPHED/EE/NIeT-33/AD/2018-2019']""]"
construction of temporary hogla structure for police staffs,1,"[""['WBPHED/EE/NIeT-39/AD/2018-2019']""]"
painting of m. s. fire fighting tank ( tank no. 7 ) at different places of ganga sagar mela ground including maintaince of latrine i.c.w. ganga sagar mela 2019.,1,"[""['WBPHED/EE/NIeT-39/AD/2018-2019']""]"
ngo,2,"[""['WBPHED/EE/NIeT-58/AD/2024-2025']"", ""['WBPHED/EE/NIeT-35/AD/2018-2019']""]"
drop gate in front of kapil muni temple,2,"[""['WBPHED/EE/NIeT-58/AD/2024-2025']"", ""['WBPHED/EE/NIeT-35/AD/2018-2019']""]"
special latrine at different places of ganga sagar mela ground including maintenance of latrine icw g. s. mela 2019.,1,"[""['WBPHED/EE/NIeT-35/AD/2018-2019']""]"
transformer,1,"[""['39/UEDC-II(V)/2018-19']""]"
the work for shifting of 11 kv lines,1,"[""['39/UEDC-II(V)/2018-19']""]"
poles etc ( place- from purani chungi shivpur to tarana polic chauki ( shivpur link marg ) varanasi ) in the area of uedd- v,1,"[""['39/UEDC-II(V)/2018-19']""]"
lt lines,1,"[""['39/UEDC-II(V)/2018-19']""]"
varanasi in deposit work.,1,"[""['39/UEDC-II(V)/2018-19']""]"
carriage from esc naini to work pit site,1,"[""['48/EUDC-II/ALLD/SE/2017-18']""]"
unloading,1,"[""['48/EUDC-II/ALLD/SE/2017-18']""]"
dismantling of old lines due to construction of flyover bridge mnnit railway crossi,1,"[""['48/EUDC-II/ALLD/SE/2017-18']""]"
l.t. line from uptron chuaraha to shivkuti police station along with loading,1,"[""['48/EUDC-II/ALLD/SE/2017-18']""]"
subhash marg,1,"[""['2123/nivida/2017 dated 15.05.2017']""]"
faizabad road ( daliganj bridge to nishatganj crossing ),1,"[""['2123/nivida/2017 dated 15.05.2017']""]"
restoration at work sahmina marg,1,"[""['2123/nivida/2017 dated 15.05.2017']""]"
road repair,1,"[""['2123/nivida/2017 dated 15.05.2017']""]"
faijullaganj bandha road ( daliganj bridge to purania x- ing via pacca pul ),1,"[""['2123/nivida/2017 dated 15.05.2017']""]"
internal road of reserv police line etc,1,"[""['2123/nivida/2017 dated 15.05.2017']""]"
from lal pathology to the house of mr. 572 san,1,"[""['MDA reteder 08/02-03-2023']""]"
guruvar peth,1,"[""['PMC/WATER_SUPPLY/2024/445']""]"
result for prabhag kr. 18 madhye krushna hatti chauk,1,"[""['PMC/WATER_SUPPLY/2024/445']""]"
ganj peth,1,"[""['PMC/WATER_SUPPLY/2024/445']""]"
swargate police lain,1,"[""['PMC/WATER_SUPPLY/2024/445']""]"
ravivar peth v prabhagamadhye itr thikani boarwell hatpamp dekhbhal durusti vishyak v panipurvatha vishyak tadnushangik kame karane,1,"[""['PMC/WATER_SUPPLY/2024/445']""]"
kanpur nagar nigam invites e- tender for 2 years under the provisions of kanpur nagar nigam ( akash chihn vigyapano ka niyamtran avam anugyapti shulk nirdharan aur vasooli ) upvidhi 2020 in knn limits ( except private properties ) traffic police control,1,"[""['D/464/PAV/2024-25']""]"
rasick chack ssk,1,"[""['ILLAMBAZAR/ENIT-16/24-25']""]"
tikarbeta junior basis school,1,"[""['ILLAMBAZAR/ENIT-16/24-25']""]"
ramkrishna vupananda shishu shikkha niketan,1,"[""['ILLAMBAZAR/ENIT-16/24-25']""]"
srisa high school,1,"[""['ILLAMBAZAR/ENIT-16/24-25']""]"
srisha gp office,1,"[""['ILLAMBAZAR/ENIT-16/24-25']""]"
bara,1,"[""['ILLAMBAZAR/ENIT-16/24-25']""]"
temporary electrical installation work for joydeb mela police accommodation ( tikarbeta msk,1,"[""['ILLAMBAZAR/ENIT-16/24-25']""]"
rasick chack primary,1,"[""['ILLAMBAZAR/ENIT-16/24-25']""]"
special latrine at different places of g. s. mela ground including mtc. of latrine in/ c with g. s. mela 2025.,1,"[""['WBPHED/EE/NIeT-58/AD/2024-2025']""]"
special latrine at different places of ganga sagar mela ground including maintenance etc. i/ c with g. s mela 2025.,1,"[""['WBPHED/EE/NIeT-51/AD/2024-2025']""]"
result for construction of temporary hogla structures,1,"[""['WBPHED/EE/NIeT-51/AD/2024-2025']""]"
next to shri yashwant kumars road to sector a shantipuram behind shyam prakash mukherjee degree college,1,"[""['691/10Com(P)-PRJ.CIRCLE/24 DATED 08.02.2024']""]"
construction of shri ram asares house on lucknow road in phaphamau ganga nagar locality to shri amit sharmas proposed new police station,1,"[""['691/10Com(P)-PRJ.CIRCLE/24 DATED 08.02.2024']""]"
commisioning ( augmentation with existing istms noida ccc ) of cctv in film city gate near by sector- 37police chowki sjm hospital chhajarasi police chowki bahlolpursec- 76 metro station road bahlolpur pul,1,"[""['10/DGM(NTC)/DGM/SM.(E and M)/2023-24']""]"
dalit prerna st,1,"[""['10/DGM(NTC)/DGM/SM.(E and M)/2023-24']""]"
installation test,1,"[""['10/DGM(NTC)/DGM/SM.(E and M)/2023-24']""]"
( line 188 ) ward no- 57 me indra chowk par jabbar sweets se makbara police chowki ke saamne tak side patri ka c. c. tiles dwara sudhaar va galiyo ka c. c. sadak nirman karye.,1,"[""['188/PA-2/CE/NNM/2023-24 Dated 07-08-2023']""]"
link roads of hotel holiday,1,"[""['11-09-2023/NAGAR NIGAM/16-09-2023/06']""]"
road behind speed color lab,1,"[""['11-09-2023/NAGAR NIGAM/16-09-2023/06']""]"
on the occasion of janakpuri mahotsav 2023,1,"[""['11-09-2023/NAGAR NIGAM/16-09-2023/06']""]"
from police chowki in sanjay place via vrindavan apartment to speed color lab via martyr memorial park,1,"[""['11-09-2023/NAGAR NIGAM/16-09-2023/06']""]"
from th,1,"[""['05-07-2023/NAGAR NIGAM/12-07-2023/10']""]"
hariparwat zone sr no. 86,1,"[""['05-07-2023/NAGAR NIGAM/12-07-2023/10']""]"
m. d. in front of jain marriage home in front of st. peters from paliwal park to the house of former mla mr. rampratap singh chauhan through state compost garden department,1,"[""['05-07-2023/NAGAR NIGAM/12-07-2023/10']""]"
93,1,"[""['05-07-2023/NAGAR NIGAM/12-07-2023/10']""]"
near hariparvat police station,1,"[""['05-07-2023/NAGAR NIGAM/12-07-2023/10']""]"
construction of pump house cum chloronome room,1,"[""['662/NIVIDA/42 - POLICE LINE FIROZABAD']""]"
power connection including transmission line at police line,1,"[""['662/NIVIDA/42 - POLICE LINE FIROZABAD']""]"
firozabad,1,"[""['662/NIVIDA/42 - POLICE LINE FIROZABAD']""]"
laying of rising main,1,"[""['662/NIVIDA/42 - POLICE LINE FIROZABAD']""]"
construction of 110 m deep tube well by dc/ rc rig machine including sitc of pumping plant,1,"[""['662/NIVIDA/42 - POLICE LINE FIROZABAD']""]"
in front of agriculture guest house to hanuman mandir located near saraiya chungi tiraha.,1,"[""['1322/SP/E-NIVIDA/2022-23 date 23.06.2022']""]"
gagan tirahe se k. g. wali gali tak thermoplastic paint va cast eye ka karye.,1,"[""['22/PA-2/CE/NNM/2022-23   Dated 23-04-2022']""]"
dhakka puliya se jayantipur police chowki tak,1,"[""['22/PA-2/CE/NNM/2022-23   Dated 23-04-2022']""]"
( line 29 ) kapoor company se choudhry charan singh chowk tak,1,"[""['22/PA-2/CE/NNM/2022-23   Dated 23-04-2022']""]"
ward no. 18 lavakush nagar mein police ke cheche hariom kote vale se satyadev evan saurik se shyamasundar tak kachche gali mein nale va kalard strip ke saath interlocking dvara sadak nirman kary.,1,"[""['30/PWD/2021-22']""]"
name of work no 386,1,"[""['182/Nirman/2021-2022 DT 14-08-2021 212-413']""]"
ward 77 sec 06 vaishali me 6/ 65 se 6/ 115 tak ve police choki se plot tr no 6/ 125 k.r. manglam kat tak dence dwara shadak sudhar ka karya,1,"[""['182/Nirman/2021-2022 DT 14-08-2021 212-413']""]"
work no 25,1,"[""['186/Nirman/2021-2022 DT 08-10-2021']""]"
odhogic area police chhoki ke pass b. e. l. ke kone se marajpura passport karyalay office hote huye barman marg tak dence awam c. c dwara sadak sudhar ka karye,1,"[""['186/Nirman/2021-2022 DT 08-10-2021']""]"
nagar panchayat bhagnagar urf bakhira ke ram bachan ke dukan ke samane se police chowki hote hue harijan basti tak jagarnath turaha ke makan se badau ke makan tak nala safai kary,1,"[""['152/N.P. Dated 07/08/2021']""]"
construction work rcc nala on the northern side of agra road from police line tirahe to luhanna intersection,1,"[""['285/J.ni.vi/E-Nivida such/2021-22 dt. 01.07.2021']""]"
on the northern side in front of chief medical officer main road,1,"[""['285/J.ni.vi/E-Nivida such/2021-22 dt. 01.07.2021']""]"
in front of state seed legislative plant,1,"[""['285/J.ni.vi/E-Nivida such/2021-22 dt. 01.07.2021']""]"
in front of near shiv temple,1,"[""['285/J.ni.vi/E-Nivida such/2021-22 dt. 01.07.2021']""]"
flex printing etc. for mela office i.c.w g. s. mela 2020 at sagar mela ground.,1,"[""['WBPHED/EE/NIeT-30/AD/2019-2020']""]"
pandel barricading,1,"[""['WBPHED/EE/NIeT-30/AD/2019-2020']""]"
making sound system,1,"[""['WBPHED/EE/NIeT-30/AD/2019-2020']""]"
other misc. works,1,"[""['WBPHED/EE/NIeT-30/AD/2019-2020']""]"
making dias,1,"[""['WBPHED/EE/NIeT-30/AD/2019-2020']""]"
related decorative work,1,"[""['WBPHED/EE/NIeT-30/AD/2019-2020']""]"
temporary special latrine at different places of g. s mela ground,1,"[""['WBPHED/EE/NIeT-34/AD/2018-2019']""]"
face- lifting of ms fire fighting tanks ( chemaguri point ) icw g. s mela 2019.,1,"[""['WBPHED/EE/NIeT-34/AD/2018-2019']""]"
varnishing of 20 no c type shops 01 no check post polic post 01 apf reboring 03 no india mark- ii hand pump sign board 04 no.,1,"[""['1414/ddcsre/2019']""]"
maintenance of internal road internal drain painting,1,"[""['1414/ddcsre/2019']""]"
apf at nmy kairana,1,"[""['1414/ddcsre/2019']""]"
model no- gws 18v- 10 ( 1 25 mm ) [ warranty period: 30 months after the date of delivery ],1,"[""['10247292']""]"
technical specifi cation- ( 1 )- battery voltage- 18 v 8 ah ( 2 )- battery weight- approx- 1 kg ( 3 )- cell type- li- i on ( 4 )- battery charging voltage- 18 v ( 5 )- battery capacity- 8 ah ( 6 )- battery compatib le to bosch type cordless type sander cum policer machine,1,"[""['10247292']""]"
result for item description: battery of cordless type sander cum policer machine,1,"[""['10247292']""]"
rahul chowk to jp sharma marg in ward no. 113 mohan garden under jurisdiction of ee ( m ii ) wz,1,"[""['EE(M-II)/WZ/TC/2024-25/01']""]"
desilting of covered drains from jp sharma road drain from p block near police station to 55 foot road vikrant chowk to gandhi chowk,1,"[""['EE(M-II)/WZ/TC/2024-25/01']""]"
1772,1,"[""['RCC/NR/UPSO-2/ENG/LT-370/24-25']""]"
dist shaharanpur under noida do,1,"[""['RCC/NR/UPSO-2/ENG/LT-370/24-25']""]"
upso ii,1,"[""['RCC/NR/UPSO-2/ENG/LT-370/24-25']""]"
result for development of a site retail outlet at location on manglaur to deoband road within 2 km from deoband sub police station khasra no 1771,1,"[""['RCC/NR/UPSO-2/ENG/LT-370/24-25']""]"
1774 village deoband bairun hadood tehsil deoband,1,"[""['RCC/NR/UPSO-2/ENG/LT-370/24-25']""]"
1773,1,"[""['RCC/NR/UPSO-2/ENG/LT-370/24-25']""]"
agra fort police post to jain unani dispensary,1,"[""['09-01-2025/NAGAR NIGAM AGRA/17-01-2025/75']""]"
zone- 1 chhata ward no.- 01 kazipara bijlighar square,1,"[""['09-01-2025/NAGAR NIGAM AGRA/17-01-2025/75']""]"
drain repair work on side tracks on both sides,1,"[""['09-01-2025/NAGAR NIGAM AGRA/17-01-2025/75']""]"
drain repair from shivkanchan hotel to,1,"[""['09-01-2025/NAGAR NIGAM AGRA/17-01-2025/75']""]"
construction work including cc flooring,1,"[""['09-01-2025/NAGAR NIGAM AGRA/17-01-2025/75']""]"
result for construction of temporary hogla structures for other govt. organizations,1,"[""['WBPHED/EE/NIeT-55/AD/2024-2025']""]"
police staffs etc.,1,"[""['WBPHED/EE/NIeT-55/AD/2024-2025']""]"
painting of m. s. fire fighting tank etc. in c/ with ganga sagar mela 2025.,1,"[""['WBPHED/EE/NIeT-55/AD/2024-2025']""]"
and o,1,"[""['WBPHED/EE/NIeT-55/AD/2024-2025']""]"
result for temporary hogla structure for police staffs,1,"[""['WBPHED/EE/NIeT-56/AD/2024-2025']""]"
temporary special latrine at different places of g. s. mela ground including maintenance of latrine painting m. s. fire fighting tanks ( k- 2 bus stand ) in connection with g. s. mela 2025.,1,"[""['WBPHED/EE/NIeT-56/AD/2024-2025']""]"
sl. no.- 12,1,"[""['WB/S24PGS/KDP/NIT(e)- 17/23-24']""]"
construction of temporary hogla shed for wbstc,1,"[""['WB/S24PGS/KDP/NIT(e)- 17/23-24']""]"
police camp near battala at lot no- 8 in connection with gangasagar mela- 2024 under kakdwip panchayat samity,1,"[""['WB/S24PGS/KDP/NIT(e)- 17/23-24']""]"
beside pr- 6,1,"[""['WB/S24PGS/KDP/NIT(e)- 17/23-24']""]"
11 kv feeder laxmanpur under ee,1,"[""['99/UEDC-II(V)/2023-24']""]"
varanasi in business plan- 2024- 25 on semi turn key basis,1,"[""['99/UEDC-II(V)/2023-24']""]"
11 kv feeder ganeshpur,1,"[""['99/UEDC-II(V)/2023-24']""]"
the work for replacement of damaged cable of 11 kv police feeder,1,"[""['99/UEDC-II(V)/2023-24']""]"
11 kv feeder bhavanipur,1,"[""['99/UEDC-II(V)/2023-24']""]"
onward ) in good condition 24 hrs. along with license holder driver for departmental work to ee/ sdo- i,1,"[""['EDC/F/T-75 (2023-24)']""]"
for hiring of 04 nos. diesel run vehicle ( jeep ) ( model 2020,1,"[""['EDC/F/T-75 (2023-24)']""]"
asfabad under the jurisdiction of elec,1,"[""['EDC/F/T-75 (2023-24)']""]"
supply instllation testing,2,"[""['4389/PEN/ET/23-24,  DT. 29-09-2023']"", ""['3728/PAN/ET/23-24,  DT. 24-08-2023']""]"
250 kva,2,"[""['4389/PEN/ET/23-24,  DT. 29-09-2023']"", ""['3728/PAN/ET/23-24,  DT. 24-08-2023']""]"
comissioning of 11/ 0. 4 kv,2,"[""['4389/PEN/ET/23-24,  DT. 29-09-2023']"", ""['3728/PAN/ET/23-24,  DT. 24-08-2023']""]"
11/ 0. 4 kv 630 kva copper wound three phase 50hz dyn11,2,"[""['4389/PEN/ET/23-24,  DT. 29-09-2023']"", ""['3728/PAN/ET/23-24,  DT. 24-08-2023']""]"
onan type distribution transformer at police line kasganj distt kasganj u. p.,2,"[""['4389/PEN/ET/23-24,  DT. 29-09-2023']"", ""['3728/PAN/ET/23-24,  DT. 24-08-2023']""]"
from house no. 53/ 08 in front of house no. 53/ 08 in lal quarter to lohianagar police post via shiv durga mandir.,1,"[""['11/Nirman/2023-24 Date 23/09/2023']""]"
road improvement work will be carried out by sdbc in ward- 69,1,"[""['11/Nirman/2023-24 Date 23/09/2023']""]"
lohianagar b0 block from house no.- 229 to b0/ 236 via b0/ 236,1,"[""['11/Nirman/2023-24 Date 23/09/2023']""]"
bajirpura in front of cosmas mall to cake house,1,"[""['28-10-2023/NAGAR NIGAM/03-11-203/32']""]"
95,1,"[""['28-10-2023/NAGAR NIGAM/03-11-203/32']""]"
gandhi nagar main road,1,"[""['28-10-2023/NAGAR NIGAM/03-11-203/32']""]"
nehru nagar police chowki to balbant lodge,1,"[""['28-10-2023/NAGAR NIGAM/03-11-203/32']""]"
on the road from administration residence to naval kishore tir,1,"[""['28-10-2023/NAGAR NIGAM/03-11-203/32']""]"
ammunition at hush bop of 54th bn itb police,1,"[""['ITBP/SHQ TZP/ENGR/2023-1180-82']""]"
kitchen,2,"[""['ITBP/SHQ TZP/ENGR/2023-1180-82']"", ""['ITBP/SHQ(TZP)/ENGR/1183-86']""]"
c/ o cook house dinning hall,2,"[""['ITBP/SHQ TZP/ENGR/2023-1180-82']"", ""['ITBP/SHQ(TZP)/ENGR/1183-86']""]"
ration clothing,2,"[""['ITBP/SHQ TZP/ENGR/2023-1180-82']"", ""['ITBP/SHQ(TZP)/ENGR/1183-86']""]"
sos,2,"[""['ITBP/SHQ TZP/ENGR/2023-1180-82']"", ""['ITBP/SHQ(TZP)/ENGR/1183-86']""]"
jawan living accommodation with attached toilet bath,2,"[""['ITBP/SHQ TZP/ENGR/2023-1180-82']"", ""['ITBP/SHQ(TZP)/ENGR/1183-86']""]"
c/ o gos,3,"[""['ITBP/SHQ(TZP)/ENGR//1153-58']"", ""['ITBP/SHQ TZP/ENGR/2023-1180-82']"", ""['ITBP/SHQ(TZP)/ENGR/1183-86']""]"
c/ o kote,3,"[""['ITBP/SHQ(TZP)/ENGR//1153-58']"", ""['ITBP/SHQ TZP/ENGR/2023-1180-82']"", ""['ITBP/SHQ(TZP)/ENGR/1183-86']""]"
kitchen dinning hall,1,"[""['ITBP/SHQ(TZP)/ENGR//1153-58']""]"
c/ o cook house dinning hall recreation hall,1,"[""['ITBP/SHQ(TZP)/ENGR//1153-58']""]"
ration clothing ammunition at karu bop of 54th bn itb police,1,"[""['ITBP/SHQ(TZP)/ENGR//1153-58']""]"
sos jawan living accommodation with attached toilet bath,1,"[""['ITBP/SHQ(TZP)/ENGR//1153-58']""]"
varunapar zone antargat g20 ke antargat purana varanupar se taj hotel hote huie andhrapul tak woh police line chauraha se rto office tak,1,"[""['05re/2023-2024']""]"
any mukhya marg par rcc slab dwara naala dhakhne ka karya,1,"[""['05re/2023-2024']""]"
tiranga tree painting work due to g 20 ) noida.,1,"[""['80/D(H)/DGM(H)/DD(H)-I/2022-23']""]"
under mahamaya flyover,1,"[""['80/D(H)/DGM(H)/DD(H)-I/2022-23']""]"
m/ o green belt ( p/ f of ms grill from police chowki to shani dev mandir sector 14a,1,"[""['80/D(H)/DGM(H)/DD(H)-I/2022-23']""]"
fencing chain link in different tripod of sector 14a 15a,1,"[""['80/D(H)/DGM(H)/DD(H)-I/2022-23']""]"
painting of m. s. fire fighting tanks of sagar mela ground,1,"[""['WBPHED/EE/NIeT-28/AD/2021-2022']""]"
m of 40 nos. semi permanent latrine etc. i.c.w. g. s. mela 2022.,1,"[""['WBPHED/EE/NIeT-28/AD/2021-2022']""]"
temporary special latrine at different places of sagar mela ground etc. i.c.w g. s. mela 2022.,1,"[""['WBPHED/EE/NIeT-28/AD/2021-2022']""]"
d. r. m. p. volunteers,2,"[""['WBPHED/EE/NIeT-28/AD/2021-2022']"", ""['WBPHED/EE/NIeT-32/AD/2018-2019']""]"
ibrahimpur police chowki,1,"[""['EE (M-I)CLZ/2021-22/ 12-08']""]"
ibrahhimpur choupal,1,"[""['EE (M-I)CLZ/2021-22/ 12-08']""]"
m. c. pry. school ibrahimpur,1,"[""['EE (M-I)CLZ/2021-22/ 12-08']""]"
kushak no. 1 choupal,1,"[""['EE (M-I)CLZ/2021-22/ 12-08']""]"
fixing rcc benches at near shani mandir govt. library kushak no. 2,1,"[""['EE (M-I)CLZ/2021-22/ 12-08']""]"
kadipur phirni road,1,"[""['EE (M-I)CLZ/2021-22/ 12-08']""]"
kushak no. 2 phirni road in ward no. 6n.,1,"[""['EE (M-I)CLZ/2021-22/ 12-08']""]"
pdg.,1,"[""['EE (M-I)CLZ/2021-22/ 12-08']""]"
anti power theft police station moradabad.,1,"[""['ST/51/EUDC(MBD)/2019-20']""]"
their sub divisions,1,"[""['ST/51/EUDC(MBD)/2019-20']""]"
eutd mbd,1,"[""['ST/51/EUDC(MBD)/2019-20']""]"
eudc,1,"[""['ST/51/EUDC(MBD)/2019-20']""]"
their test labs,1,"[""['ST/51/EUDC(MBD)/2019-20']""]"
eudd- i/ ii/ iii,1,"[""['ST/51/EUDC(MBD)/2019-20']""]"
a. e. ( it ),1,"[""['ST/51/EUDC(MBD)/2019-20']""]"
providing 34 no. computer operators for the office of s. e. eudc mbd,1,"[""['ST/51/EUDC(MBD)/2019-20']""]"
special latrine at diff. places of sagar mela ground including mtc. of latrine i.c.w g. s mela 2021.,1,"[""['WBPHED/EE/NIeT-20/AD/2020-2021']""]"
new bus stand ( k2 ) etc.,1,"[""['WBPHED/EE/NIeT-20/AD/2020-2021']""]"
ward vasundhra zone ky antargat supertech se dawar office ke saamne se police choki se hote hue bhovapur me lagne vale sukre bazar se hote hue radision hotel tak naale ki safai ka karye,1,"[""['Health/Store/2019-20  Dt 31-05-2019']""]"
temporary special latrine at different places of g. s mela ground i.c.w. ganga sagar mela 2019.,1,"[""['WBPHED/EE/NIeT-32/AD/2018-2019']""]"
construction of office godown,1,"[""['tender2981dt25.01.2018']""]"
roof 46 nos c types shops repair of rural godown 100 mt commercial godown 13 nos boundrywall frh police post office building,1,"[""['tender2981dt25.01.2018']""]"
renovation of toilet block at grain market agra,1,"[""['tender2981dt25.01.2018']""]"
misc reparing work,1,"[""['tender2981dt25.01.2018']""]"
desilting of drain from gate no.-1 sector-105 to cng pump sec-108,1,"[""['22/SPE(PH)-II/E-Tender/2017-18']""]"
gejha road police chowki to s.k.-110,1,"[""['22/SPE(PH)-II/E-Tender/2017-18']""]"
sec-105,1,"[""['22/SPE(PH)-II/E-Tender/2017-18']""]"
108) both side,1,"[""['22/SPE(PH)-II/E-Tender/2017-18']""]"
sec-108 t-point to cng pump (between sec-105,1,"[""['22/SPE(PH)-II/E-Tender/2017-18']""]"
delhi. ( sh top over hauling of 160 kva dg set installed at gomukh tower,1,"[""['63/EE(E)/PWD M-253/2016-17']""]"
rmo various services installed at gomukh tower,1,"[""['63/EE(E)/PWD M-253/2016-17']""]"
mandawali fazalpur mayur vihar phas- i,1,"[""['63/EE(E)/PWD M-253/2016-17']""]"
ghaziabad ),1,"[""['63/EE(E)/PWD M-253/2016-17']""]"
lifts,1,"[""['274/EE(E)/ PWD EMD-M-252/12-13']""]"
rmo elect,1,"[""['274/EE(E)/ PWD EMD-M-252/12-13']""]"
operation of sub station d g sets water supply pumps,1,"[""['274/EE(E)/ PWD EMD-M-252/12-13']""]"
mech services installed at gomukh tower kaushambi ghaziabad,1,"[""['274/EE(E)/ PWD EMD-M-252/12-13']""]"
fans including compound light,1,"[""['274/EE(E)/ PWD EMD-M-252/12-13']""]"
police station mayur vihar new delhi sh maintenance of e i,1,"[""['274/EE(E)/ PWD EMD-M-252/12-13']""]"
rampur lcds,1,"[""['ILLAMBAZAR/ENIT-16/24-25']""]"
temporary electrical installation work for joydeb mela police accomodation ( gram panchayat office joydeb,1,"[""['ILLAMBAZAR/ENIT-16/24-25']""]"
rampur mat bldo office,1,"[""['ILLAMBAZAR/ENIT-16/24-25']""]"
bharangy ssk,1,"[""['ILLAMBAZAR/ENIT-16/24-25']""]"
ja,1,"[""['ILLAMBAZAR/ENIT-16/24-25']""]"
sugar primary school,1,"[""['ILLAMBAZAR/ENIT-16/24-25']""]"
bharangy society,1,"[""['ILLAMBAZAR/ENIT-16/24-25']""]"
joydeb kenduli guest house,1,"[""['ILLAMBAZAR/ENIT-16/24-25']""]"
joydeb math para ssk,1,"[""['ILLAMBAZAR/ENIT-16/24-25']""]"
all taxes 1 no hanger x 2500sq. ft. x 7 days at namkhana point as per direction.,1,"[""['53/PW/ADM-INFRA/GS MELA-25']""]"
result for installation of hanger type 10 beded capacity structure shed for superior police officers dormitory 100 x 25 inclusive branding,1,"[""['53/PW/ADM-INFRA/GS MELA-25']""]"
hire,1,"[""['53/PW/ADM-INFRA/GS MELA-25']""]"
labour charges,1,"[""['53/PW/ADM-INFRA/GS MELA-25']""]"
room no. 6 balmiki garden located in prakash nagar hameed nagar,1,"[""['19-09-2024/NAGAR NIGAM AGRA/25-09-2024/02']""]"
repair work of room no. 11 cotton market,1,"[""['19-09-2024/NAGAR NIGAM AGRA/25-09-2024/02']""]"
balmiki garden in front of loha mandi police,1,"[""['19-09-2024/NAGAR NIGAM AGRA/25-09-2024/02']""]"
soron katra gandhi kutiya,1,"[""['19-09-2024/NAGAR NIGAM AGRA/25-09-2024/02']""]"
tila gokulpura balmiki basti,1,"[""['19-09-2024/NAGAR NIGAM AGRA/25-09-2024/02']""]"
