item,count,ref_nos
construction of police chowki in sector- 72 village sarfabad,1,"[""['5/CE-Civil/PE-WC-6/2016-17']""]"
construction of boundary wall in police line churk in second bhukhand.,1,"[""['173/8Com-Son Circle/2016-17 Date 01.08.2016']""]"
construction of police station in sector kp-iii,1,"[""['OSD/PROJECT/16/165  DATED 21.01.2016']""]"
internal electrification of police station building in sector- 71,1,"[""['338/CMEJal/PE(E/M)-III/2015-16']""]"
6. additional work in anvension bhawan police line at pratapgarh,1,"[""['E NIT 01/2016-17 EE PWD Dn. III Pratapgarh']""]"
drainage system in police line pratapgarh,1,"[""['E NIT 01/2016-17 EE PWD Dn. III Pratapgarh']""]"
3. repair of sewerage,1,"[""['E NIT 01/2016-17 EE PWD Dn. III Pratapgarh']""]"
internal electrification of police station building in sector- 135,1,"[""['272/CME-Jal/AO/PE-E/M-IV/2015-16']""]"
construction of police station in sector ecotech iii,1,"[""['OSD/PROJECT/15/116-117  DATED 01.09.2015']""]"
greater   noida,1,"[""['OSD/PROJECT/15/116-117  DATED 01.09.2015']""]"
result for construction work of police modern school ( class room 6 no.,1,"[""['4684/PAN/ET/24-25, DT. 30-12-2024']""]"
sundarikaran work of pihani chungi chauraha,1,"[""['594/10a/2022 Date 12.04.2022']""]"
police adhikshak tiraha at paliya lucknow road km- 159 ( pihani chungi chauraha,1,"[""['594/10a/2022 Date 12.04.2022']""]"
police adhikshak tiraha ),1,"[""['594/10a/2022 Date 12.04.2022']""]"
m/ o building ( construction of police chowki along with 75mtr wide road near shamshan ghat in village barola sec- 49 police station ) noida,1,"[""['49/CME(C)/PE(WC-3)/2015-16']""]"
police post at sahibabad,1,"[""['DM/MS/COR-OF/222']""]"
guldhar,1,"[""['DM/MS/COR-OF/222']""]"
ghaziabad,7,"[""['04/Ankur Vihar/RNN/2025 Date 02 January 2025']"", ""['NIT No 512/Vividh-12/142 Dt 07-03-2024']"", ""['DM/MS/COR-OF/222']"", ""['NIT No 1040/Vividh-12/202 Dt 03-06-2023']"", ""['470/ EE (E)/ PWD EMD M-252/ 13-14']"", ""['63/EE(E)/PWD M-253/2016-17']"", ""['471/4/PA-T/2019-20  Dt. 21.10.2019 (S.no-6)']""]"
construction of police station at duhai depot,1,"[""['DM/MS/COR-OF/222']""]"
staff quatres ( 60 nos. ),1,"[""['DM/MS/COR-OF/222']""]"
barrack at duhai depot,1,"[""['DM/MS/COR-OF/222']""]"
ghaziabad.,1,"[""['DM/MS/COR-OF/222']""]"
duhai rrts stations,1,"[""['DM/MS/COR-OF/222']""]"
nagar nigam shahjahanpur me garraghat police chowki ke nikat mod par traffic police hetu baans pole dwara chaurahe ka vikas karya bambooshed,1,"[""['291..babooshed..17.03.2023']""]"
( line 03 ) ward no- 13 civil line me mahila police thana se police line gate tak footpath evam naale ki marammat ka karye.,1,"[""['66/PA-2/CE/NNM/2022-23   Dated 24-05-2022']""]"
matang bigha road.,1,"[""['01/15-06-2010/GAYA']""]"
strengthening of a. p. colony near late dr. m. p. singh building to chandauti police station via rampur police camp,1,"[""['01/15-06-2010/GAYA']""]"
widening,7,"[""['OSD/PROJECT/13/2467']"", ""['7188/523 C (PDL) Lko.Cir./2024-25 Dated 28.11.2024']"", ""['331/1com.Su.a.cir./20 Dated 27.01.2021']"", ""['OSD/PROJECT/16/222-223     DATED 05.07.2016']"", ""['2684/76 yat Deoria Circle /15  Dated 18-09']"", ""['01/15-06-2010/GAYA']"", ""['2072/A-25 DATE-24-06-2023']""]"
police station deoria,1,"[""['30/EDC(D)/2024-25']""]"
result for provide diesel vehicle for vigilence deoria,1,"[""['30/EDC(D)/2024-25']""]"
result for construction of police station bhale sultan jagdishpur distt. amethi,1,"[""['446/S E/Ayo/E Tender/Thana Bhale Sultan/24-25 20.01.2025']""]"
result for repair work in police officers office bidhuna of distt auraiya,1,"[""['495/EE/ETENDER/AURAIYA/2023-24 DT 05-12-2023']""]"
construction of drain,1,"[""['230/N.P.Ph-E-NIVIDA SUCHNA/2024-25 Date 23-12-2024']""]"
interlocking road in police station campus in mohalla barkitola,1,"[""['230/N.P.Ph-E-NIVIDA SUCHNA/2024-25 Date 23-12-2024']""]"
chandauli police adhikhs karyalay me cctv kaikara kakhsa nirman kary,1,"[""['441/ZPC/2024-25, 25.11.2024']""]"
construction of godown with veranda at police line distt- baghpat u. p.,1,"[""['4120/PAN/ET/24-25, DT. 21-11-2024']""]"
strengthening of electrical wiring for police control room at sector- 14a,1,"[""['28/DGM(E/M)/S.M(E and M)-II/2024-25']""]"
work for line erection,1,"[""['59/EDCF/WORK/2024-25']""]"
capacity enhancement of police line under edd,1,"[""['59/EDCF/WORK/2024-25']""]"
painting work of saray inayat police station of district prayagraj.,1,"[""['06/PCL/PM/PRAYAG/2024-25/DT. 29.11.2024']""]"
construction of non- residential buildings at police station bilariyaganj district azamgarh,1,"[""['1185/LEKHA-07/331 DATE- 06-11-2024']""]"
proposed mahila police chowki paramarsh kendra at akrabad district aligarh up,1,"[""['2384/E-Tender/113, Dt. 22-10-2024']""]"
painting work of mahewa ghat police station of district kaushambi.,1,"[""['08/PCL/PM/PRAYAG/2024-25/DT. 29.11.2024']""]"
painting work of audyogic kshetra police station of district prayagraj.,1,"[""['06/PCL/PM/PRAYAG/2024-25/DT. 29.11.2024']""]"
painting work of george town police station of district prayagraj.,1,"[""['06/PCL/PM/PRAYAG/2024-25/DT. 29.11.2024']""]"
painting work of civil lines police station of district prayagraj.,1,"[""['06/PCL/PM/PRAYAG/2024-25/DT. 29.11.2024']""]"
lepan work of reserve police line allahabad campus internal roads,1,"[""['4321/10Com(P)-PRJ.CIRCLE/24 DATED 03.09.2024']""]"
renewal of bituminus road from police line chauraha to railway staion barabanki,1,"[""['1577/1578/MUKA/2024-25 DATE-17-10-2024']""]"
fire arms training simulator ( fats ) ( 06 lanes ) ( delhi police ),3,"[""['GEM/2024/B/5528793']"", ""['GEM/2024/B/5372624']"", ""['GEM/2024/B/5104434']""]"
work of strengthening of existing roadway in police line located in prayagraj district.,1,"[""['42/4/CE/PDA/2024']""]"
distt fatehpuru. p.,1,"[""['1969/PAN/ET/24-25, DT. 19-07-2024']""]"
construction of emergency clinic at police thana kotwali,2,"[""['1965/PAN/ET/24-25, DT. 19-07-2024']"", ""['1969/PAN/ET/24-25, DT. 19-07-2024']""]"
construction of transit accomodation building at police line campus distt- pratapgarh,1,"[""['1098/GM/PZ/RNN/Transit Accomodation Police Line Pratapgarh/24 Dt 07.08.2024']""]"
work of making trough in gaushala situated at police chowki under tajganj zone.,1,"[""['21-08-2024/NAGAR NIGAM AGRA/28-08-2024/63']""]"
construction of mahila police chowki paramarsh kendra bharthna at district etawah,1,"[""['1133/E-Nivida/149 Dated 20.07.2024']""]"
work of making gate,1,"[""['26-06-2024/ NAGAR NIGAM AGRA/03-07-2024/67']""]"
wall near the police post under tajganj zone.,1,"[""['26-06-2024/ NAGAR NIGAM AGRA/03-07-2024/67']""]"
work of light,2,"[""['26-06-2024/ NAGAR NIGAM AGRA/03-07-2024/65']"", ""['26-06-2024/ NAGAR NIGAM AGRA/03-07-2024/64']""]"
submersible near the police post under tajganj zone.,1,"[""['26-06-2024/ NAGAR NIGAM AGRA/03-07-2024/64']""]"
wiring,1,"[""['26-06-2024/ NAGAR NIGAM AGRA/03-07-2024/64']""]"
work of covering the drain with precast near the police post under tajganj zone.,1,"[""['26-06-2024/ NAGAR NIGAM AGRA/03-07-2024/62']""]"
construction work of multipurpose auditorium at police line,1,"[""['141/PCL/GM/Zone-6/Noida/23-24 Dt 16.02.2024']""]"
meerut district meerut,1,"[""['141/PCL/GM/Zone-6/Noida/23-24 Dt 16.02.2024']""]"
special repair work on the telephone exchange to police post road,1,"[""['220(i)/A-12 Date 02-02-2024']""]"
mess hall at police station bargadwa district mahraganj.,1,"[""['960/UPRNSS/E-TENDER/GKP II/23-24DT.12.02.24']""]"
construction of bathroom,1,"[""['960/UPRNSS/E-TENDER/GKP II/23-24DT.12.02.24']""]"
hathras me agra road police choki ke pas dwar work,1,"[""['529']""]"
construction of approch road for transit hostel g12 in police line sultanpur,1,"[""['1260/4A/2023-24 DATE 04.12.2023']""]"
interlocking,4,"[""['TR 600/NPD/2023-24 R-1']"", ""['1366/L-11/54 dated 22.11.2024']"", ""['09-01-2025/NAGAR NIGAM AGRA/17-01-2025/75']"", ""['757/RED/ETENDER/2023-24 DATE 21-10-2023']""]"
drain work in police post in ward no 5 mohalla mata,1,"[""['TR 600/NPD/2023-24 R-1']""]"
construction of residential buildings for police chowki highway at aitmadpur district agra,1,"[""['87/E-Tender/13 Dated 24.01.2024']""]"
construction of residential building of new police station at kulpahad dist. mahoba,1,"[""['2773/30C-Hamirpur Circle/2023 Dt.18.11.2023']""]"
arm of dg sets at 32 bn itb police maharajpur kanpur ( up ),1,"[""['NO.ITBP/32BN/ENGR/2023-24-148']""]"
construction of type b residence at police thana sadar district agra,1,"[""['1685/E-Tender/135 Dated 22.12.2023']""]"
construction of police modern school at bahraich at distt bahraich u. p.,1,"[""['4971/PAN/ET/23-24,  DT. 02-11-2023']""]"
renovation of electrical wiring for police control room at sector- 14 a noida,1,"[""['20/DGM(E/M)/SM/(E and M)-II/2023-24']""]"
up gradation of drainage system near barracks at 38th bn itb police,1,"[""['NIT/SHQ BGLR/TENDER/2022-23-1169-A']""]"
construction of interlocking footpath ambedkar park to civil line police station,1,"[""['1102/HO_15']""]"
maintenance work of toilets built in the rtc barrack other barracks in police line.,1,"[""['BH-92/2023']""]"
construction of 100 capacity male barrack at police line bhinga srawasti,1,"[""['3314 Dated 29.08-2023']""]"
construction work of discussion room in kotwali police station of district auraiya,1,"[""['908/eered/auraiya/2022-23']""]"
construction of residence for response inspector ( ri ) at police line gautambudh nagar,1,"[""['32/PCL/PM/Unit-36/Noida/23-24 Dt 18.07.2023']""]"
hiring of 01 no. vehicle for anit power theft police thana,1,"[""['142/EDC(B)/2022-23']""]"
construction of 100 capacity male hostel/ barrack at police line,2,"[""['274/G.M.(Gkp. Zone)/NIVIDA/RNN/23-24']"", ""['No. 967/GM/Agra Zone/Etender/RNN/23 Dt 16.05.2023']""]"
kannauj,1,"[""['No. 967/GM/Agra Zone/Etender/RNN/23 Dt 16.05.2023']""]"
supply,69,"[""['GM/(ENGG.)/2022/386   DATE-07.11.2022']"", ""['V-7/2020']"", ""['304/PAN/GONDA/18-19']"", ""['697(6)/Nivida/2022-23, Dated-02-07-2022']"", ""['417/pan/et/21-22, Dt. 21-04-2022']"", ""['423/pan/et/21-22, Dt. 21-04-2022']"", ""['869/pan/et/21-22  Dt. 21-05-2022']"", ""['3604/pan/et/22-23,  Dt. 20-10-2022']"", ""['3503/pan/et/22-23,  Dt. 14-10-2022']"", ""['3647/pan/et/22-23,  Dt. 21-10-2022']"", ""['413/pan/et/21-22, Dt. 21-04-2022']"", ""['424/pan/et/21-22, Dt. 21-04-2022']"", ""['3449/pan/et/22-23,  Dt. 11-10-2022']"", ""['6415/pan/et/21-22,  Dt. 02-03-2022']"", ""['1791 B']"", ""['3646/pan/et/22-23,  Dt. 21-10-2022']"", ""['662/NIVIDA/42 - POLICE LINE FIROZABAD']"", ""['427/pan/et/21-22, Dt. 21-04-2022']"", ""['3645/pan/et/22-23,  Dt. 21-10-2022']"", ""['425/pan/et/21-22,  Dt. 21-04-2022']"", ""['3608/pan/et/22-23,  Dt. 20-10-2022']"", ""['3504/pan/et/22-23,  Dt. 14-10-2022']"", ""['303/PAN/GONDA/18-19']"", ""['426/pan/et/21-22, Dt. 21-04-2022']"", ""['3609/pan/et/22-23,  Dt. 20-10-2022']"", ""['697(8)/Nivida/2022-23, Dated-02-07-2022']"", ""['V-3/2020']"", ""['3605/pan/et/22-23,  Dt. 20-10-2022']"", ""['L-2/2020']"", ""['422/pan/et/21-22, Dt. 21-04-2022']"", ""['3445/pan/et/22-23,  Dt. 11-10-2022']"", ""['3601/pan/et/22-23,  Dt. 20-10-2022']"", ""['3505/pan/et/22-23,  Dt. 14-10-2022']"", ""['411/pan/et/21-22,  Dt. 21-04-2022']"", ""['871/pan/et/21-22  Dt. 21-05-2022']"", ""['3506/pan/et/22-23,  Dt. 14-10-2022']"", ""['664/pan/et/21-22  Dt. 07-05-2022']"", ""['09/DGM(E/M)/SM(E and M)-I/2023-24']"", ""['409/pan/et/21-22, Dt. 21-04-2022']"", ""['141/15va.vi.a.-Nirman/2024-25 Date-18-07-2024']"", ""['GEM/2023/B/3472253']"", ""['870/pan/et/21-22 Dt. 21-05-2022']"", ""['3642/pan/et/22-23,  Dt. 21-10-2022']"", ""['NIT No 22 of 2020-21MD, RPHCCL, Jaipur']"", ""['418/pan/et/21-22,  Dt. 21-04-2022']"", ""['822date 17-10-2017']"", ""['130']"", ""['415/pan/et/21-22, Dt. 21-04-2022']"", ""['3607/pan/et/22-23,  Dt. 20-10-2022']"", ""['3602/pan/et/22-23,  Dt. 20-10-2022']"", ""['KUWSDB/2020-21/OW/WORK_INDENT2808']"", ""['6419/pan/et/21-22,  Dt. 02-03-2022']"", ""['874/pan/et/21-22  Dt. 21-05-2022']"", ""['3650/pan/et/22-23,  Dt. 21-10-2022']"", ""['78/EDC(B)/2020-21']"", ""['419/pan/et/21-22, Dt. 21-04-2022']"", ""['3648/pan/et/22-23,  Dt. 21-10-2022']"", ""['3644/pan/et/22-23,  Dt. 21-10-2022']"", ""['3606/pan/et/22-23,  Dt. 20-10-2022']"", ""['3610/pan/et/22-23,  Dt. 20-10-2022']"", ""['3502/pan/et/22-23,  Dt. 14-10-2022']"", ""['10/DGM(NTC)/DGM/SM.(E and M)/2023-24']"", ""['724/PAN/CUG/19-20 Dt- 07-12-2019']"", ""['803/NPP Mahoba/2022-23 Dated_05.12.2022']"", ""['3439/pan/et/22-23,  Dt. 11-10-2022']"", ""['GM/PROJECT-I/2020/131 DATED 10.07.2020']"", ""['209/PAN/CUA/E-TENDERING/20-21']"", ""['3444/pan/et/22-23,  Dt. 11-10-2022']"", ""['872/pan/et/21-22  Dt. 21-05-2022']""]"
installation & maintenance of cctv system for pss in police commissionrate kanpur,1,"[""['GEM/2023/B/3472253']""]"
constrcution of 24 nos female barrack at police line distt kaushambi,1,"[""['410/Gm(PZone)/RNN/Tender/23 Dt 18.05.2023']""]"
balance work of service block in new police station baharatkoop chitrakoot,1,"[""['10/EE/e-Tender/Banda/23-24 Dt 12-05-23']""]"
construction of guard room gate no. 3 in police line,1,"[""['01/PCL/PM/Prayagraj/2023-24']""]"
district kaushambi,1,"[""['01/PCL/PM/Prayagraj/2023-24']""]"
painting work at different block of police enclave lucknow u. p.,1,"[""['683/APN/ET/22-23, DT. 12-04-2023']""]"
54- police station kurhfatehgarh mein female toilet ka nirman.,1,"[""['01/ZPS/NI0ANU0/2023-24 DATED 01-04-2023']""]"
construction of tin shade at police line bhinga- shrawasti u. p.,1,"[""['91/PAN/ET/22-23,  DT. 03-04-2023']""]"
non- residential police training college at district meerut,1,"[""['1343/2/General/Building Cell/2020-21 dt.16-10-2020']""]"
special repair of ganeshpur link road west of karma police station,1,"[""['3639/6A Dt. 07-12-2022']""]"
construction of boundary wall at new campus of police line kanpur dehat,1,"[""['641/E-TENDER/KANPUR/KD/2022-23']""]"
construction of concrete road from the murgi hata road to the house of khalek police,1,"[""['181/MGT/W/2022-23']""]"
establishment of recording studio for transmission of information for general public for police hea,1,"[""['GEM/2023/B/3213282']""]"
construction of dcp camp office at police line campus distt- ghaziabad,1,"[""['NIT No. 438/Vividh-12/86 Dt 27-02-2023']""]"
kanpur nagar ( up ),1,"[""['895/E-Nivida/37 Dated 12.12.2022']""]"
construction of mahila police chaowki paramarsh kendra at sajeti,1,"[""['895/E-Nivida/37 Dated 12.12.2022']""]"
painting of divider from hasanpur chowk to manakmau police chowki for itc road,1,"[""['5029 B']""]"
construction of c. c road at senior superintendent of police office bareilly,1,"[""['07/PCL/PM/UNIT-06/BLY/2022-23']""]"
construction of rcc coverd nala near police station in ward no. 01,1,"[""['786/NPPG/Meerut/2022-23 11/11/2022']""]"
construction of mahila police chowki paramarsh kendra at bansgaon distt gorakhpur,1,"[""['772/Work-124/05 Dt. 17.09.2022']""]"
district- prayagraj,1,"[""['32/UPPCL/GM-1/E-TENDER/2022-23 Dated-10.10.2022']""]"
construction of residential building of police station ( thana ) at phaphamau,1,"[""['32/UPPCL/GM-1/E-TENDER/2022-23 Dated-10.10.2022']""]"
construction work of public toilet near civil line police station.,1,"[""['1385/JNV/NIVIDA/2022-23 date 05.07.2022']""]"
installation of swing for handicapped at park near police station of nehru nagar,1,"[""['GEM/2022/B/2365862']""]"
ambedkar chauraha to police line both side bc road purification work,1,"[""['173/NPP-2022 DATE-14/06/2022']""]"
construction of police chowki at distt. jail district lalitpur ( u. p. ),1,"[""['03/PM-12/UPPCL/2022-23']""]"
supply of fodder dry grass,2,"[""['V-44/2021']"", ""['V-17/2022']""]"
green grass for mountain police horse,3,"[""['V-14/2025']"", ""['V-44/2021']"", ""['V-17/2022']""]"
hiring of 01 no. vehicle for anti power theft police thana bahraich,1,"[""['91/EDC(B)/2021-22']""]"
bam police ki jagaha me boundry wall,1,"[""['ETENDER/03']""]"
mitti bharao karya,1,"[""['ETENDER/03']""]"
maintenance work of 4 nos residence biulding at police thana diwer,1,"[""['NIT No. 03/2021-22 EE PWD Dn. BHIM']""]"
non- residential buildings for dr. bhimrao police academy,1,"[""['1226/General/Building Cell/19-20 Dated-10-09-2020']""]"
construction of ramp for divyang at mahila police thana mahanagar distt varanasi,1,"[""['94/UPRNSS/E-TENDER/2021-22 DT. 14.07.2021']""]"
repair work in residential block of police thana mathura gate bharatpur,1,"[""['NIT No. 04/2021-22']""]"
construction of non- residential building at police line kasganj u. p.,1,"[""['1141/pan/et/21-22  Dt. 16-06-2021']""]"
construction of boundary wall in police station campus govind nagar mathura,1,"[""['1212/red/2020-21 dt 17.03.2021']""]"
police adhishak ke camp karyalaye mein marmmat aadi karya.,1,"[""['404/Niranu/z.p.gon/2020-2021 Dated 03.02.2021']""]"
police thana parisar ke antargat park ka nirman karya,1,"[""['330/NPA/2020-21']""]"
non residential buildings for police training college at meerut,1,"[""['1606/GEN/BUILDcell/19-20 DT. 11-12-20']""]"
providing ( n. t. power thaft police station ) vehicles with driver,2,"[""['14/EDC(C)/2020-21']"", ""['118/EDC(C)/2019-20']""]"
construction of 02 blocks transit hostel in police line at district banda up,1,"[""['05/GM jhansi zone/uprnn/2020-21 dt 13.08.2020']""]"
construction of 2 block transit hostel in police line at district varanasi,1,"[""['2254 Dated 17.09.2020']""]"
construction of 02 blocks transit hostel in police line at district maharajganj,1,"[""['532/G.M./K. Nagar/RNN//20, DT.09-07-20']""]"
construction of 02 blocks transit hostel in police line at district deoria,1,"[""['533/G.M./K. Nagar/RNN//20, DT.09-07-20']""]"
construction of transit hostel g8 at police line unnao u. p.,1,"[""['274/PAN/CUL/ET/20-21  Dt.  10-6-2020']""]"
construction of toilet in anti- theft power police station campus deoria,1,"[""['35s/ECD(D)GKP/2020-21']""]"
construction of c. c. road in mohalla kot in front of police chowki.,1,"[""['453/OS/2020']""]"
improvement of police check post sabhapur sadullapur to salahnagar road,1,"[""['1149/4A Camp dated 27.12.2019']""]"
anti power theft police station misc. maintinance works at shrawasti,1,"[""['10/ECD(D)/GONDA/E-Tender/ 2020-21']""]"
pared,1,"[""['14/tc-4/2020-21/27-06-2020']""]"
repairing,12,"[""['14/tc-4/2020-21/27-06-2020']"", ""['862_dt_07-02-2018']"", ""['BH-11/2021 DATE 15/12/2022']"", ""['06/EE/2024-25']"", ""['04/ECDD/MBD/2021-22']"", ""['13/ECDC/GZB/2021-22']"", ""['WBPHED/EE/NIeT-36/AD/2018-2019']"", ""['ITBP/Referral Hospital/Engr. Br/2019-151']"", ""['07-01-2022/NAGAR NIGAM/13-01-2022/85']"", ""['WBPHED/EE/NIeT-30/AD/2019-2020']"", ""['2020225259']"", ""['WBPHED/EE/NIeT-43/AD/2024-2025']""]"
misc. work at prathmik vidyalaya tareenpur police line,1,"[""['14/tc-4/2020-21/27-06-2020']""]"
construction of barrack g_ 11 200 persons at police line aligarh,1,"[""['175/PAN/CUA/E-TENDER/20-21']""]"
construction of barrack g_ 11 200 persons at police line badaun,1,"[""['179/PAN/CUA/E-TENDERING/20-21']""]"
construction of barrack g_ 11 200 persons at police line agra,1,"[""['181/PAN/CUA/E-TENDERING/20-21']""]"
construction of barrack for 100 persons g_ 5 at police line mainpuri,1,"[""['187/PAN/CUA/E-TENDERING/20-21']""]"
construction of barrack g_ 8 150 persons at police line firozabad,1,"[""['186/PAN/CUA/E-TENDERING/20-21']""]"
construction of barrack g_ 8 150 persons at police line pilibhit,1,"[""['189/PAN/CUA/E-TENDERING/20-21']""]"
construction of barrack g_ 11 for 200 persons at police line etah,1,"[""['180/PAN/CUA/E-TENDERING/20-21']""]"
construction of main building at new police station bharatkoop distt chitrakoot,1,"[""['37/EE/E-Procor/Banda/20-21 Dt 30-06-20']""]"
construction of barrack for 150 persons g_ 8 at police line pilibhit,1,"[""['189/PAN/CUA/E-TENDERING/20-21']""]"
construction of barrack for 200 persons g_ 11 at police line etah,1,"[""['180/PAN/CUA/E-TENDERING/20-21']""]"
construction of barrack for 200 persons g_ 11 at police line agra,1,"[""['181/PAN/CUA/E-TENDERING/20-21']""]"
construction of barrack for 150 persons g_ 8 at police line firozabad,1,"[""['186/PAN/CUA/E-TENDERING/20-21']""]"
construction of barrack for200 persons g_ 11 at police line badaun,1,"[""['179/PAN/CUA/E-TENDERING/20-21']""]"
construction of barrack for 200 persons g_ 11 at police line aligarh,1,"[""['175/PAN/CUA/E-TENDER/20-21']""]"
construction of barrack for 200 persons g_ 11 at police line mathura,1,"[""['178/PAN/CUA/E-TENDERING/20-21']""]"
construction of hostel/ barrack for 100 persons at police line distt- balrampur,1,"[""['53/PAN/CUG/BALRAMPUR/20-21 dt. 13-05-2020']""]"
construction of 150 person barrack at police line jaunpur,1,"[""['11/pan/cuvns/etender/2020-21']""]"
dist. jaunpur,1,"[""['11/pan/cuvns/etender/2020-21']""]"
construction of barrack for 100 persons g_ 5 at police line hathras,1,"[""['188/PAN/CUA/E-TENDERING/20-21']""]"
construction of 100 person barrack at police line mau,1,"[""['14/pan/cuvns/etender/2020-21']""]"
barricading ka karya,3,"[""['503/15A Dated 31-01-2020']"", ""['Letter No. 3227/15A Date 14-09-2017']"", ""['Letter No. 794/15A Date 20-02-2018']""]"
police line se lahurabir tak barrier,1,"[""['503/15A Dated 31-01-2020']""]"
construction of transit hostel block ( two tower ) at police line siddharthnagar,1,"[""['127/PAN/CUG/E TENDER/2020-21']""]"
construction of barrack for 200 persons_ g_ 11 at police line aligarh,1,"[""['175/PAN/CUA/E-TENDER/20-21']""]"
construction of barrack for 200 persons g_ 5 at police line badaun,1,"[""['179/PAN/CUA/E-TENDERING/20-21']""]"
dist. varanasi,1,"[""['13/pan/cuvns/etender/2020-21']""]"
construction of 150 person barrack at police line varanasi,1,"[""['13/pan/cuvns/etender/2020-21']""]"
construction of 100 person barrack at police line mirzapur,1,"[""['15/pan/cuvns/etender/2020-21']""]"
construction of transit hostel g 12 at police line fatehgarh farrukhabad,1,"[""['295/E-Tendering/66 Date 17.02.2020']""]"
construction of urinal near the thapar nagar police choki ward- 64,1,"[""['NNMEE/uRINAL-60/2019-20']""]"
construction of interlocking road from opposite side of shivrajpur police station to pulia,1,"[""['85/NPS/14thvitt/2020-21']""]"
construction of 24 person female hostel at police line distt- siddharthnagar.,1,"[""['756/PAN/CUG/E-TENDER/2019-20 dt.-22.01.2020']""]"
requirement of computer operator use of police parwatan dal sidhari azamgarh,1,"[""['83/EDC-1(A)/2019-20']""]"
construction of 24 person female hostel at police line distt- basti,1,"[""['757/PAN/CUG/E-TENDER/2019-20 dt.-22.01.2020']""]"
construction of 32 person female hostel at police line distt- deoria.,1,"[""['452/PAN/CUK/259/Deoria/19-20']""]"
construction of 32 person female hostel at police line distt- maharajganj.,1,"[""['451/PAN/CUK/259/Maharaj/19-20']""]"
construction of patially part of rain basera police addichchak awas kasganj,1,"[""['768/red/e tender/03 IInd call 19-20 dt. 06-11-19']""]"
construction of 24 person female hostel at police line distt- balrampur,1,"[""['902/PAN/CUG/Balrampur/19-20 Dt. 22-01-2020']""]"
chouk satti police chouki me tiles putti painting ka karya,1,"[""['333/nppganj/14/2019-20']""]"
80mm rubber molded interlocking tiles snehlata to police chouki tak,1,"[""['333/nppganj/06/2019-20']""]"
public toilet 02 seat,1,"[""['410/NPSHI/2019-20/11 DATE 07-02-2020']""]"
urinal 02 seat in police market,1,"[""['410/NPSHI/2019-20/11 DATE 07-02-2020']""]"
construction of 24 female hostel building at police line at distt lalitpur,1,"[""['839/pan/c.u.knp/19-20 Dt. 24.01.20']""]"
construction of 48 per female hostel,3,"[""['981/48 Female Barrack,MZN/2019-20 dt. 30.01.2020']"", ""['944/48,Female Barrack,BRY/19-20 dt. 21.01.2020']"", ""['940/48Female Barrack MRT/2019-20 dt. 20.01.2020']""]"
barrack at police line muzaffarnagar,1,"[""['981/48 Female Barrack,MZN/2019-20 dt. 30.01.2020']""]"
barrack at police line meerut,1,"[""['940/48Female Barrack MRT/2019-20 dt. 20.01.2020']""]"
construction of 24 female hostel building at police line at kanpur dehat,1,"[""['829/pan/c.u.knp/19-20 Dt. 23.01.20']""]"
barrack at police line bareilly,1,"[""['944/48,Female Barrack,BRY/19-20 dt. 21.01.2020']""]"
construction of mahila hostel barrack for 24 person at police line unnao up,1,"[""['878/pan/cul/et/19-20']""]"
construction of 24 female hostel building at police line at distt jalaun,1,"[""['837/pan/c.u.knp/19-20 Dt. 23.01.20']""]"
construction of 32 female hostel building at police line at distt fatehgarh,1,"[""['841/pan/c.u.knp/19-20 Dt. 24.01.20']""]"
barrack at police line,2,"[""['920/32perFemale Barrack/Rampur/2019-20 dt. 16.01.2']"", ""['929/32perFemale Barrack BJN/2019-20 dt. 18.01.2020']""]"
construction of 32 per female hostel,2,"[""['920/32perFemale Barrack/Rampur/2019-20 dt. 16.01.2']"", ""['929/32perFemale Barrack BJN/2019-20 dt. 18.01.2020']""]"
bijnor,1,"[""['929/32perFemale Barrack BJN/2019-20 dt. 18.01.2020']""]"
supply of cement of type- a 32 nos at police line distt bahraich,1,"[""['725/PAN/CUG/19-20 Dt- 07-12-2019']""]"
development of park at lal bagh police chowki opposite,1,"[""['471/4/PA-T/2019-20  Dt. 21.10.2019 (S.no-6)']""]"
loni,1,"[""['471/4/PA-T/2019-20  Dt. 21.10.2019 (S.no-6)']""]"
kota stone marble at police line mainpuri,1,"[""['809/PAN/CUA/E-TENDERING/19-20']""]"
supply of cement of residence building at police chowki duttganj ( utraula ) balrampur,1,"[""['432/PAN/CUG/19-20 DT. 10-10-2019']""]"
supply of cement residence type- a 32 nos at police line bahraich,1,"[""['415/PAN/CUG/19-20 Dt. 05-10-2019']""]"
supply of 05 no of chief minister police medal for outstanding service,1,"[""['VII-(CM Police Medal)2019']""]"
fabrication,2,"[""['VII-(CM Police Medal)2019']"", ""['VII-14(12)2018']""]"
supply of fabarication item of type a 32 at police line bahrich 271801,1,"[""['317/PAN/CUG/19-20 Dt 09.09.2019']""]"
maintenance work of residential buildings at police pared compound agra,1,"[""['2978/9A-PD/2019 Dated 31/07/2019']""]"
material supply only remaining construction of police station at rohta distt. meerut,1,"[""['485/E-TENDER/64/2019-20']""]"
labour work only remaining construction of police station at rohta distt. meerut.,1,"[""['485/E-TENDER/64/2019-20']""]"
supply of material ( furniture ) for anti- power theft police station,1,"[""['19/EUDC(MBD)/2019-20 (V.S.T.)']""]"
labour rates of remaining works for police mordern school gomtinagar lucknow,1,"[""['453/PAN/CUL/ET']""]"
