GEM/2025/B/5782974, Gabion Box,Scantling,Scantling,Planks,Planks,Planks,Planks,PVC pipe,Ceramic Tiles,Non skid tile,Whi, END DATE: 20250204,  ITEM Gabion Box,Scantling,Scantling,Planks,Planks,Planks,Planks,PVC pipe,Ceramic Tiles,Non skid tile,Whi
GEM/2024/B/5644521, wooden handle, Soldering Iron, Earth Rammer with handle , Bitumen Pouring Cane 10 Ltr cap, Cube Mould, Tile, END DATE: ,  ITEM wooden handle, Soldering Iron, Earth Rammer with handle , Bitumen Pouring Cane 10 Ltr cap, Cube Mould, Tile
GEM/2024/B/5558926, ADVISORY AND VSLS, S  AND F OF ADVISORY VSLS AND SUPPORT, S AND F  OF VSLS & SUPPORT, S AND F LED TILES, END DATE: ,  ITEM ADVISORY AND VSLS, S  AND F OF ADVISORY VSLS AND SUPPORT, S AND F  OF VSLS & SUPPORT, S AND F LED TILES
GEM/2022/B/2045942, Wash Basin,SS Sink,Indian type WC,Westen e Water closet,Ceramic wall Tiles,White Cement,Lime sacked, END DATE: ,  ITEM Wash Basin,SS Sink,Indian type WC,Westen e Water closet,Ceramic wall Tiles,White Cement,Lime sacked
GEM/2024/B/4996521, Glass pane,Tiles cutter blade,Fevicol SH,Fevicol DDL binder,PVC casing internal 1 inch,PVC casing e, END DATE: ,  ITEM Glass pane,Tiles cutter blade,Fevicol SH,Fevicol DDL binder,PVC casing internal 1 inch,PVC casing e
GEM/2024/B/4668635, MCB 10 Amps Single Pole , MCB 06 Amps Single Pole ,\rInsulation Tape 25 mm , Exhaust Fan 12 inch , Ceiling Fan\r1200 mm , Distemper , CPVC Tee 1 inch , CPVC Elbow 1 Inch\r, CPVC Elbow 3 by 4 inch , CPVC Tee 3 by 4 inch , Fan\rRegulator Anchor , Gauge Flexible Pipe 3 by 4 inch , CPVC\rMale Connector 3 by 4 inch , CPVC Female Conenctor 3 by 4\rinch , Switch 5 Amps , Socket 5 Amps , Combined Switch\rSocket 16 Amps with gang box , Urinal Pot with Bracket and\rpipe , PVC Elbow 4 inch , PVC Tee 4 inch , Bell Switch ,\rCalling Bell , LED Batton 36 or 40 watt , LED Bulb 9 watt\rHavells , Flexible waste pipe with bracket , Thread Tape ,\rGypsum Tiles 2 feet x 2 feet , Ceiling Angle 1 point 5 Inch ,\rCeiling TEE 1 point 5 inch , GI Wire for false ceiling 17 gauge\r, Ceiling light 2 feet x 2 feet , Lime Brush 4 inch , Brush 4\rInch , Roller Brush 8 inch , Hinges Steel 4 inch , Nails Diff\rSize , Nails 17 No 1 inch , Nails 17 No 1 by 2 inch , Brush 2\rinch , Brush 1 inch , Floor Tiles Glazed 2 feet x 2 feet , Floor\rTiles Non Skid 2 feet x 2 feet , Wall Tiles 12 inch x 8 inch ,\rWhite Cement , Sport Halogen Light with complete set 750\ror 1000 Watt make Havells, END DATE: ,  ITEM MCB 10 Amps Single Pole , MCB 06 Amps Single Pole ,\rInsulation Tape 25 mm , Exhaust Fan 12 inch , Ceiling Fan\r1200 mm , Distemper , CPVC Tee 1 inch , CPVC Elbow 1 Inch\r, CPVC Elbow 3 by 4 inch , CPVC Tee 3 by 4 inch , Fan\rRegulator Anchor , Gauge Flexible Pipe 3 by 4 inch , CPVC\rMale Connector 3 by 4 inch , CPVC Female Conenctor 3 by 4\rinch , Switch 5 Amps , Socket 5 Amps , Combined Switch\rSocket 16 Amps with gang box , Urinal Pot with Bracket and\rpipe , PVC Elbow 4 inch , PVC Tee 4 inch , Bell Switch ,\rCalling Bell , LED Batton 36 or 40 watt , LED Bulb 9 watt\rHavells , Flexible waste pipe with bracket , Thread Tape ,\rGypsum Tiles 2 feet x 2 feet , Ceiling Angle 1 point 5 Inch ,\rCeiling TEE 1 point 5 inch , GI Wire for false ceiling 17 gauge\r, Ceiling light 2 feet x 2 feet , Lime Brush 4 inch , Brush 4\rInch , Roller Brush 8 inch , Hinges Steel 4 inch , Nails Diff\rSize , Nails 17 No 1 inch , Nails 17 No 1 by 2 inch , Brush 2\rinch , Brush 1 inch , Floor Tiles Glazed 2 feet x 2 feet , Floor\rTiles Non Skid 2 feet x 2 feet , Wall Tiles 12 inch x 8 inch ,\rWhite Cement , Sport Halogen Light with complete set 750\ror 1000 Watt make Havells
GEM/2024/B/5423937, S1 Binding Wire 22 oblique 24 G of good quality and branded,S2 Ceramic Floor Tiles 600 x 600 mm Lea, END DATE: ,  ITEM S1 Binding Wire 22 oblique 24 G of good quality and branded,S2 Ceramic Floor Tiles 600 x 600 mm Lea
GEM/2022/B/2328537, White Cement , Dyna Roof Sheet 3 pt 6 ft x 13 feet , Dyna\rRoof Sheet 3 pt 6 ft x 7 feet , Ridging 12 feet , Dyna Screw 2\rInch , MS Pipe 2 inch dia 20 feet long , Joint Tape , SS Screw\r2 inch , Gypsum Board , Section , Inter median , Perimeter\r12 feet , Angle Roof holding , Square MS Pipe , Floor Tiles ,\rSlab Tiles , Aluminum door , Aluminum window , Aluminium\rCabin , Electric Wire , LED Ceiling light 12 watt , Modular\rswitch box 8 inch x 6 inch , Modular switch box 8 inch x 4\rinch , Insulation Tape , PVC Pipe 20 mm dia , Steel sink , Bib\rtap , PVC pipe 15 mm , PVC Elbow , PVC Tee , PVC Socket ,\rAC 1 pt 5 Ton capacity, END DATE: ,  ITEM White Cement , Dyna Roof Sheet 3 pt 6 ft x 13 feet , Dyna\rRoof Sheet 3 pt 6 ft x 7 feet , Ridging 12 feet , Dyna Screw 2\rInch , MS Pipe 2 inch dia 20 feet long , Joint Tape , SS Screw\r2 inch , Gypsum Board , Section , Inter median , Perimeter\r12 feet , Angle Roof holding , Square MS Pipe , Floor Tiles ,\rSlab Tiles , Aluminum door , Aluminum window , Aluminium\rCabin , Electric Wire , LED Ceiling light 12 watt , Modular\rswitch box 8 inch x 6 inch , Modular switch box 8 inch x 4\rinch , Insulation Tape , PVC Pipe 20 mm dia , Steel sink , Bib\rtap , PVC pipe 15 mm , PVC Elbow , PVC Tee , PVC Socket ,\rAC 1 pt 5 Ton capacity
GEM/2023/B/3805707, Bricks Size 23 X 11.25 X 7.50 Cm, 2nd Class,stone Chips 10 Mm,stone Chips 20 Mm,stone Metal 40 Mm,c Bricks size 23 x 11.25 x 7.50 cm, 2nd Class , Stone Chips 10\rmm , Stone Chips 20 mm , Stone Metal 40 mm , Corse Sand\r, Glazed Wall Tile size 45 cm x 30 cm, Make Somany or\rKajaria or Johnson , Glazed Floor Tiles Non Skid size 30 cm x\r30 cm, Make Somany or Kajaria or Johnson , Vitrified Floor\rTiles size 600 mm x 600 mm, Make Somany or Kajaria or\rJohnson , Glazed Ceramic Floor Tiles size 30 cm x 30 cm,\rMake Somany or Kajaria or Johnson , Glazed Ceramic Wall\rTiles size 45 cm x 30 cm, Make Somany or Kajaria or\rJohnson , GI Pipe 15 mm dia, ISI Mark, Make Tata or Jindal ,\rGI Pipe 20 mm dia, ISI Mark, Make Tata or Jindal , SWR UPVC\rsoil waste vent Pipes, 110 mm, Old , White vitreous china\rwater closet Squating Pan, Indian type complete set, Make\rCera or Hindware or Jaguar , Flush Tank 10 Ltr Capacity,\rMake Cera or Hindware or Jaguar , PVC Connection Pipe 450\rmm long 15 mm dia, Make Prince or Supreme or Prayag ,\rFloor Trap 75 mm dia, Make Cera or Jaguar , Bib Cock 15\rmm dia, Make Cera or Jaguar , Brass Stop Cock external\rthread 15 mm, Make Cera or Jaguar , MS Steel Door\rincluding Frame and shutter size 6 Feet x 2.8 Feet ,\rAluminum Glass Door size 8.7 x 5.6 Feet with all fitting ,\rProviding and fixing of glazing in powder coated Aluminum\rWall. Design approved by OIC , Artificial Wall Grass for\rhome decoration 3 Feet to 4 Feet wide , Premium Acrylic\rsheet 4 mm thick , Providing and fixing of Wall Penelling 6\rmm thick , Terracotta Paint 04 or 05 Ltr pack, Make Asian or\rBerger or Nerolac , White acrylic emulsion paint for outer\rwall Distemper 04 Ltr pack, Make Asian or Berger or Nerolac\r, Paint Red Oxide 04 or 05 Ltr pack, Make Asian or Berger or\rNerolac , Distempering having VOC 15 gm per ltr, 04 Ltr\rpack, Make Asian or Berger or Nerolac , Wall Putty 10 Kgs\rpack, Make JK or Birla , White Cement 05 or 10 Kgs pack,\rMake JK or Birla , Lime unslacked 25 Kgs pack , Autoclaved\raerated cement Block size 600 x 200 x 200 mm , Adhesive\rfor AAC Block RS greenfix, END DATE: ,  ITEM Bricks Size 23 X 11.25 X 7.50 Cm, 2nd Class,stone Chips 10 Mm,stone Chips 20 Mm,stone Metal 40 Mm,c Bricks size 23 x 11.25 x 7.50 cm, 2nd Class , Stone Chips 10\rmm , Stone Chips 20 mm , Stone Metal 40 mm , Corse Sand\r, Glazed Wall Tile size 45 cm x 30 cm, Make Somany or\rKajaria or Johnson , Glazed Floor Tiles Non Skid size 30 cm x\r30 cm, Make Somany or Kajaria or Johnson , Vitrified Floor\rTiles size 600 mm x 600 mm, Make Somany or Kajaria or\rJohnson , Glazed Ceramic Floor Tiles size 30 cm x 30 cm,\rMake Somany or Kajaria or Johnson , Glazed Ceramic Wall\rTiles size 45 cm x 30 cm, Make Somany or Kajaria or\rJohnson , GI Pipe 15 mm dia, ISI Mark, Make Tata or Jindal ,\rGI Pipe 20 mm dia, ISI Mark, Make Tata or Jindal , SWR UPVC\rsoil waste vent Pipes, 110 mm, Old , White vitreous china\rwater closet Squating Pan, Indian type complete set, Make\rCera or Hindware or Jaguar , Flush Tank 10 Ltr Capacity,\rMake Cera or Hindware or Jaguar , PVC Connection Pipe 450\rmm long 15 mm dia, Make Prince or Supreme or Prayag ,\rFloor Trap 75 mm dia, Make Cera or Jaguar , Bib Cock 15\rmm dia, Make Cera or Jaguar , Brass Stop Cock external\rthread 15 mm, Make Cera or Jaguar , MS Steel Door\rincluding Frame and shutter size 6 Feet x 2.8 Feet ,\rAluminum Glass Door size 8.7 x 5.6 Feet with all fitting ,\rProviding and fixing of glazing in powder coated Aluminum\rWall. Design approved by OIC , Artificial Wall Grass for\rhome decoration 3 Feet to 4 Feet wide , Premium Acrylic\rsheet 4 mm thick , Providing and fixing of Wall Penelling 6\rmm thick , Terracotta Paint 04 or 05 Ltr pack, Make Asian or\rBerger or Nerolac , White acrylic emulsion paint for outer\rwall Distemper 04 Ltr pack, Make Asian or Berger or Nerolac\r, Paint Red Oxide 04 or 05 Ltr pack, Make Asian or Berger or\rNerolac , Distempering having VOC 15 gm per ltr, 04 Ltr\rpack, Make Asian or Berger or Nerolac , Wall Putty 10 Kgs\rpack, Make JK or Birla , White Cement 05 or 10 Kgs pack,\rMake JK or Birla , Lime unslacked 25 Kgs pack , Autoclaved\raerated cement Block size 600 x 200 x 200 mm , Adhesive\rfor AAC Block RS greenfix, gem: Civil And Construction
GEM/2024/B/5564241, BOQ ITEMS: Thermocol having 10 Kg per Cum density, Dimensions 1 M x 0.5 M x .025 m, Rope Manila 2 inches  dia at 1.52 Kg per m, Rope Manila 1.5 inch  at 0.848 Kg per m, Rope Manila 0.50  inch at 0.104 Kg per m, Nylon Rope 0.50inch  dia at 10m per Kg, MS Plate 5 mm thick 8 ft x 4 ft, MS Square bar 12 x 12 mm, Hexagonal bolt and Nut size 16 x 10.9 x 50mm for shuttering purpose, Tullu Pump, 1HP, Suction pipe for 1hp Tullu Pump 1 Inch Dia 20m long, Foot Valve for 1 inch suction pump, NonRecording Type Rain Gauge, Standard Rain Gauge with graduated glass of accuracy 0.1mm, Digital infrared thermometer  With 38 degree C To 520 degree C Temperature Range & IP 20 , Vibrator Roller,  Drum width600MM, Vibration frequency75Hz, Amplitude0.5mm, Oil filled Radiator Heater 2900W, Room Heater 1500 Watts Oscillating Quartz Heat Pillar Room Heater with Fan, Red color tower type with 2 rods, Tile cutter for cutting Granite tiles 1,200W, 12,000 rpm, 110 mm Saw Blade Dia., Ergonomic Handle, DiscBlade for tile cutter 110 mm, Steel cutter Electric angle grinder with disc diameter 180 mm, 200W, 8,500 rpm, Steel cutter Electric for Metal cut off, 400W, Cutting Disc 355 x 25.4 mm, Lamination Machine A3 size, hot and cold, oper temp 80 to 180 degree C, Steel cutter Blade 180 mm, DDL Adhesive, END DATE: ,  ITEM BOQ ITEMS: Thermocol having 10 Kg per Cum density, Dimensions 1 M x 0.5 M x .025 m, Rope Manila 2 inches  dia at 1.52 Kg per m, Rope Manila 1.5 inch  at 0.848 Kg per m, Rope Manila 0.50  inch at 0.104 Kg per m, Nylon Rope 0.50inch  dia at 10m per Kg, MS Plate 5 mm thick 8 ft x 4 ft, MS Square bar 12 x 12 mm, Hexagonal bolt and Nut size 16 x 10.9 x 50mm for shuttering purpose, Tullu Pump, 1HP, Suction pipe for 1hp Tullu Pump 1 Inch Dia 20m long, Foot Valve for 1 inch suction pump, NonRecording Type Rain Gauge, Standard Rain Gauge with graduated glass of accuracy 0.1mm, Digital infrared thermometer  With 38 degree C To 520 degree C Temperature Range & IP 20 , Vibrator Roller,  Drum width600MM, Vibration frequency75Hz, Amplitude0.5mm, Oil filled Radiator Heater 2900W, Room Heater 1500 Watts Oscillating Quartz Heat Pillar Room Heater with Fan, Red color tower type with 2 rods, Tile cutter for cutting Granite tiles 1,200W, 12,000 rpm, 110 mm Saw Blade Dia., Ergonomic Handle, DiscBlade for tile cutter 110 mm, Steel cutter Electric angle grinder with disc diameter 180 mm, 200W, 8,500 rpm, Steel cutter Electric for Metal cut off, 400W, Cutting Disc 355 x 25.4 mm, Lamination Machine A3 size, hot and cold, oper temp 80 to 180 degree C, Steel cutter Blade 180 mm, DDL Adhesive
GEM/2024/B/5509328, BOQ ITEMS: Tiles size (60x60) cm, White Cement, Distemper (White), Painting Brush 4 inch, Putty, Wood, END DATE: ,  ITEM BOQ ITEMS: Tiles size (60x60) cm, White Cement, Distemper (White), Painting Brush 4 inch, Putty, Wood
GEM/2023/B/4260862, Hammer Stone breaking 2 kgs with handle , Hammer Stone\rbreaking 2 pt 5 kgs with handle , Hammer Stone breaking 3\rkgs with handle , Hammer Stone breaking 4 kgs with handle\r, Shovel Round Nose , Pan Motor GI 18 inch 10 Ltr capacity ,\rSpade 6 inch x 6 inch with handle , Wheel Barrow Double\rWheel Capacity 200 to 350 kgs , Axes filling with handle ,\rGlass Cutter Heavy Duty , Jack Plainer Electric 12 inch ,\rBlade for Jack Plainer Electric 8 inch , Tile Cutter Machine\rDiamond Tile and Marble Cutter , Hammer Claw 1 lbs with\rhandle , Hammer Ball Pin carpenter 1 lbs , Drill Machine\relectric 600 W , Counter Sink Drill Bit set 3mm 4mm 5mm\r6mm 7mm 8mm and 10mm , Chisel Carpenter 1inch with\rStriking Head , Chisel Carpenter 11 oblique 2 inch with\rStriking Head , Chisels Carpenter 2 inch with Striking Head ,\rFile for carpenter 6 inch , Pincer Carpenter size 7 inch ,\rStone Double Sided Carpenter Size 6 inch , Screw Driver for\rCarpenter Size 12 inch , Screw Driver for Carpenter Size 18\rinch , Screw Driver for Carpenter Size 24 inch , Try Square\rGuniya 12 inch Stainless Steel , Mason Trowel 4 inch ,\rMason Trowel 5 inch , Mason Trowel 6 inch , Barrel Plastic\rHDPE 200 ltr Capacity, END DATE: ,  ITEM Hammer Stone breaking 2 kgs with handle , Hammer Stone\rbreaking 2 pt 5 kgs with handle , Hammer Stone breaking 3\rkgs with handle , Hammer Stone breaking 4 kgs with handle\r, Shovel Round Nose , Pan Motor GI 18 inch 10 Ltr capacity ,\rSpade 6 inch x 6 inch with handle , Wheel Barrow Double\rWheel Capacity 200 to 350 kgs , Axes filling with handle ,\rGlass Cutter Heavy Duty , Jack Plainer Electric 12 inch ,\rBlade for Jack Plainer Electric 8 inch , Tile Cutter Machine\rDiamond Tile and Marble Cutter , Hammer Claw 1 lbs with\rhandle , Hammer Ball Pin carpenter 1 lbs , Drill Machine\relectric 600 W , Counter Sink Drill Bit set 3mm 4mm 5mm\r6mm 7mm 8mm and 10mm , Chisel Carpenter 1inch with\rStriking Head , Chisel Carpenter 11 oblique 2 inch with\rStriking Head , Chisels Carpenter 2 inch with Striking Head ,\rFile for carpenter 6 inch , Pincer Carpenter size 7 inch ,\rStone Double Sided Carpenter Size 6 inch , Screw Driver for\rCarpenter Size 12 inch , Screw Driver for Carpenter Size 18\rinch , Screw Driver for Carpenter Size 24 inch , Try Square\rGuniya 12 inch Stainless Steel , Mason Trowel 4 inch ,\rMason Trowel 5 inch , Mason Trowel 6 inch , Barrel Plastic\rHDPE 200 ltr Capacity
GEM/2024/B/5490502, White Cement Superior Quality , Supply and fitting of Glass\rDoor with anodized aluminium frame with 12 mm thick Frost\rand toughened glass size 6.1 ft x2.89 ft Qty 2 Nos Sqft\rincluding all fixing and all accessories , Supply and fixing of\rGlass Door with anodized Aluminium frame 12 mm thick\rFrost and toughened glass size 6.25ft x3.94ft Qty 01 Nos\rincluding all fixing and all accessories , Wooden Panel pine\rwood for wall paneling thickness of panel min 25 mm\rincluding Supply and fixing and all accessories total Sqft\r1547 Photo attached , Vitrified glazed floor tiles 600 x 600\rmm 8mm thick colour Cream , Non Skid Floor Tiles size 300\rx 300 mm 8 mm thick Colour cream , Wall Tiles size\r200x300mm 8mm thick colour White , European water\rCloset with cover and their fittings Photo attached , Urinal\rMale Branded Photo attached , Mirror size 2ft x1.5 ft, 6mm\rthick with chrome frame , Wash Basin with stand and piller\rcock Photo attached , Towel Stand Chrome Coated , Pre\rPainted Galvalume Roofing Sheet Profile sheet 0.5 mm thick\rred colour Size 10ft x3.5ft 03 Nos and Size 11ftx3.5ft 03 Nos\rTotal 06 Nos 63 Rft , False Ceiling by E board 60 x 60 cm\rand 6 mm thick with Aluminium frame Supply and fixing\rphoto attached , Vertical Blinds (V2) (Q3), END DATE: ,  ITEM White Cement Superior Quality , Supply and fitting of Glass\rDoor with anodized aluminium frame with 12 mm thick Frost\rand toughened glass size 6.1 ft x2.89 ft Qty 2 Nos Sqft\rincluding all fixing and all accessories , Supply and fixing of\rGlass Door with anodized Aluminium frame 12 mm thick\rFrost and toughened glass size 6.25ft x3.94ft Qty 01 Nos\rincluding all fixing and all accessories , Wooden Panel pine\rwood for wall paneling thickness of panel min 25 mm\rincluding Supply and fixing and all accessories total Sqft\r1547 Photo attached , Vitrified glazed floor tiles 600 x 600\rmm 8mm thick colour Cream , Non Skid Floor Tiles size 300\rx 300 mm 8 mm thick Colour cream , Wall Tiles size\r200x300mm 8mm thick colour White , European water\rCloset with cover and their fittings Photo attached , Urinal\rMale Branded Photo attached , Mirror size 2ft x1.5 ft, 6mm\rthick with chrome frame , Wash Basin with stand and piller\rcock Photo attached , Towel Stand Chrome Coated , Pre\rPainted Galvalume Roofing Sheet Profile sheet 0.5 mm thick\rred colour Size 10ft x3.5ft 03 Nos and Size 11ftx3.5ft 03 Nos\rTotal 06 Nos 63 Rft , False Ceiling by E board 60 x 60 cm\rand 6 mm thick with Aluminium frame Supply and fixing\rphoto attached , Vertical Blinds (V2) (Q3)
GEM/2024/B/4566312, Wire copper 0 pt 75 Sqmm , Wire copper 1 Sqmm , Wire\rcopper 2 pt 5 Sqmm , Wire copper 1 pt 5 Sqmm , Flexible\rWire 1 pt 5 Sqmm , MCB 16 Amps , MCB 10 Amps , MCB 6\rAmps , PVC distribution box 2 way , PVC distribution box 6\rway , PVC distribution 6 inch by 8 inch , PVC distribution 4\rinch by 7 inch , PVC distribution 4 inch by 4 inch , Ceiling\rRose , LED bulb 9 watt , LED tube light 20 watt , 3 pin plug\rtop 6 Amp , 3 pin plug top 16 Amp , Screw 35 mm , Screw\r25 mm , Flexible pipe , Drill bit 12 mm dia 1 ft long , Drill bit\r10 mm dia , Drill bit 8 mm dia , Insulated screw driver ,\rCasing Caping half inch , Casing Caping 1 inch , Switch 6\rAmps , Socket 6 Amps , Switch 16 Amps , Socket 16 Amps ,\rCombined switch and socket 16 Amp , Insulation Tape , Bulb\rZero watt Green , Bulb Zero watt Red , Panel light 36 watt 2\rft by 2 ft , CPVC Elbow 20 mm , CPVC Tee 20 mm , CPVC\rsocket 20 mm , CPVC ball valve 20 mm , CPVC male socket ,\rCPVC female socket , PVC connection pipe 18 inch , PVC\rconnection pipe 24 inch , CPVC male socket 15 mm , CPVC\rFemale socket 15 mm , CPVC elbow 15 mm , CPVC Tee 15\rmm , Bib Cock 15 mm , Head shower 6 inch dia , CPVC valve\r1 inch , CPVC elbow 1 inch , CPVC Tee 1 inch , CPVC socket\r1 inch , CPVC male socket 1 inch , CPVC female socket 1\rinch , PVC pipe 3 inch dia 10 ft long , CPVC elbow 3 inch dia\r, CPVC tee 3 inch dia , Nahany trap with jali , Thread Tape ,\rCPVC solvent Cement , Flush Cistern , Wash Basin Mixer , M\rseal 100 gms , Hand Jet , Wall Mixer , Steiner Nova blue 100\rml , Wood primer , Red Oxide , Distemper white , Lime ,\rBrick red snowcem , Painting brush 6 inch , Painting brush 4\rinch , Painting brush 2 inch , White Paint , White Cement ,\rWelding glass , Haksaw blade 1 inch , Haksaw blade half\rinch , Paint Red , Paint Black , Paint Blue , Thinner , Queue\rManager 2 inch dia , Stainless steel chain for Q manager ,\rCurtain rod 10 ft long , Curtain rod brackets , Vitrified Tiles ,\rCeramic Tiles , Wall Tile , Chequered Tiles , Bricks , CGI\rSheet 12 ft by 3 ft , Tubular pipe , Stone Metal , Stone Chips\r, Sand, END DATE: ,  ITEM Wire copper 0 pt 75 Sqmm , Wire copper 1 Sqmm , Wire\rcopper 2 pt 5 Sqmm , Wire copper 1 pt 5 Sqmm , Flexible\rWire 1 pt 5 Sqmm , MCB 16 Amps , MCB 10 Amps , MCB 6\rAmps , PVC distribution box 2 way , PVC distribution box 6\rway , PVC distribution 6 inch by 8 inch , PVC distribution 4\rinch by 7 inch , PVC distribution 4 inch by 4 inch , Ceiling\rRose , LED bulb 9 watt , LED tube light 20 watt , 3 pin plug\rtop 6 Amp , 3 pin plug top 16 Amp , Screw 35 mm , Screw\r25 mm , Flexible pipe , Drill bit 12 mm dia 1 ft long , Drill bit\r10 mm dia , Drill bit 8 mm dia , Insulated screw driver ,\rCasing Caping half inch , Casing Caping 1 inch , Switch 6\rAmps , Socket 6 Amps , Switch 16 Amps , Socket 16 Amps ,\rCombined switch and socket 16 Amp , Insulation Tape , Bulb\rZero watt Green , Bulb Zero watt Red , Panel light 36 watt 2\rft by 2 ft , CPVC Elbow 20 mm , CPVC Tee 20 mm , CPVC\rsocket 20 mm , CPVC ball valve 20 mm , CPVC male socket ,\rCPVC female socket , PVC connection pipe 18 inch , PVC\rconnection pipe 24 inch , CPVC male socket 15 mm , CPVC\rFemale socket 15 mm , CPVC elbow 15 mm , CPVC Tee 15\rmm , Bib Cock 15 mm , Head shower 6 inch dia , CPVC valve\r1 inch , CPVC elbow 1 inch , CPVC Tee 1 inch , CPVC socket\r1 inch , CPVC male socket 1 inch , CPVC female socket 1\rinch , PVC pipe 3 inch dia 10 ft long , CPVC elbow 3 inch dia\r, CPVC tee 3 inch dia , Nahany trap with jali , Thread Tape ,\rCPVC solvent Cement , Flush Cistern , Wash Basin Mixer , M\rseal 100 gms , Hand Jet , Wall Mixer , Steiner Nova blue 100\rml , Wood primer , Red Oxide , Distemper white , Lime ,\rBrick red snowcem , Painting brush 6 inch , Painting brush 4\rinch , Painting brush 2 inch , White Paint , White Cement ,\rWelding glass , Haksaw blade 1 inch , Haksaw blade half\rinch , Paint Red , Paint Black , Paint Blue , Thinner , Queue\rManager 2 inch dia , Stainless steel chain for Q manager ,\rCurtain rod 10 ft long , Curtain rod brackets , Vitrified Tiles ,\rCeramic Tiles , Wall Tile , Chequered Tiles , Bricks , CGI\rSheet 12 ft by 3 ft , Tubular pipe , Stone Metal , Stone Chips\r, Sand
GEM/2024/B/5218039, long make Havells/Philips, Insulation Tape , MS Pipe as Purtin 6 mtr Long, 2 inc dia, medium , Floor Tiles, END DATE: ,  ITEM long make Havells/Philips, Insulation Tape , MS Pipe as Purtin 6 mtr Long, 2 inc dia, medium , Floor Tiles
GEM/2024/B/4915351, W C European type complete set Make Cera or Jaquar ,\rExhaust fan for bathroom Make Crompton or Orient or\rHavells , Corner bathroom set , Mirror medium size , Cloth\rholder , Steel tap , White towel , Sintex tank 200 ltrs , GI\rpipe 20 feet , Curtain rod 3 by 4 inch length 20 feet ,\rCurtain clamp , Nail 1 inch , Nail 1 by 2 inch , Wooden\rbeading 1 into 1 by 2 inch length 15 feet , Plywood 6mm 8\rfeet into 4 feet for sealing , Curtain cloth for door length 7\rfeet , Curtain cloth for window length 5 feet , Aluminium\rdoor size 7 feet for bathroom , Putti white , Distemper white\r, Floor tiles 2 feet into 2 feet Make Kazaria or Johnson or\rCera , Wall tiles for bathroom 1 feet into 1 feet Make Kazaria\ror Johnson or Cera , Single bedsheet white with pillow ,\rDinner set , Hot case , Borosil glass with jug , Sealing fan\rcomplete set , AC 1.5 ton Make Voltas or Samsung or LG or\rWhirlpool , Geyser , Foot mate , Table lamp , LED tube light\rcomplete set 4 inch Make Havells or Syska or Crompton, END DATE: ,  ITEM W C European type complete set Make Cera or Jaquar ,\rExhaust fan for bathroom Make Crompton or Orient or\rHavells , Corner bathroom set , Mirror medium size , Cloth\rholder , Steel tap , White towel , Sintex tank 200 ltrs , GI\rpipe 20 feet , Curtain rod 3 by 4 inch length 20 feet ,\rCurtain clamp , Nail 1 inch , Nail 1 by 2 inch , Wooden\rbeading 1 into 1 by 2 inch length 15 feet , Plywood 6mm 8\rfeet into 4 feet for sealing , Curtain cloth for door length 7\rfeet , Curtain cloth for window length 5 feet , Aluminium\rdoor size 7 feet for bathroom , Putti white , Distemper white\r, Floor tiles 2 feet into 2 feet Make Kazaria or Johnson or\rCera , Wall tiles for bathroom 1 feet into 1 feet Make Kazaria\ror Johnson or Cera , Single bedsheet white with pillow ,\rDinner set , Hot case , Borosil glass with jug , Sealing fan\rcomplete set , AC 1.5 ton Make Voltas or Samsung or LG or\rWhirlpool , Geyser , Foot mate , Table lamp , LED tube light\rcomplete set 4 inch Make Havells or Syska or Crompton
GEM/2024/B/5008273, long, Tape steel 30 Mtr long, Light duty drill Machine, Carpenter stone, Jig Saw, Carpenter Vice, Tiles, END DATE: ,  ITEM long, Tape steel 30 Mtr long, Light duty drill Machine, Carpenter stone, Jig Saw, Carpenter Vice, Tiles
